rank,gid,role,priority_score,why
1,100000003016635100,coordinator,0.991305,Приоритет=0.991305; оборот=10001062.00 KZT; посредничество=0.00722; PageRank=0.00119; контрагентов=75; операций=187; seed: входящие потоки неполны
2,100000003684369100,coordinator,0.98972,Приоритет=0.989720; оборот=12437091.00 KZT; посредничество=0.00230; PageRank=0.00202; контрагентов=85; операций=125; seed: входящие потоки неполны
3,100000008603629100,coordinator,0.989537,Приоритет=0.989537; оборот=6803456.00 KZT; посредничество=0.00576; PageRank=0.00119; контрагентов=73; операций=119
4,100000000331309100,coordinator,0.985441,Приоритет=0.985441; оборот=23986010.00 KZT; посредничество=0.00456; PageRank=0.00088; контрагентов=104; операций=134
5,100000006866783100,coordinator,0.984114,Приоритет=0.984114; оборот=4786849.00 KZT; посредничество=0.00605; PageRank=0.00087; контрагентов=72; операций=121; seed: входящие потоки неполны
6,100000005933757100,coordinator,0.982924,Приоритет=0.982924; оборот=4248628.00 KZT; посредничество=0.00389; PageRank=0.00100; контрагентов=36; операций=52
7,100000008477350100,coordinator,0.980465,Приоритет=0.980465; оборот=3984966.00 KZT; посредничество=0.00252; PageRank=0.00103; контрагентов=49; операций=58
8,100000000437046100,coordinator,0.976135,Приоритет=0.976135; оборот=8713424.00 KZT; посредничество=0.00220; PageRank=0.00079; контрагентов=48; операций=93
9,100000004156082100,coordinator,0.970825,Приоритет=0.970825; оборот=2696922.11 KZT; посредничество=0.00204; PageRank=0.00087; контрагентов=30; операций=36
10,100000000343175100,coordinator,0.963037,Приоритет=0.963037; оборот=4178751.00 KZT; посредничество=0.00109; PageRank=0.00071; контрагентов=39; операций=47; seed: входящие потоки неполны
11,100000001857829100,coordinator,0.958646,Приоритет=0.958646; оборот=3279528.00 KZT; посредничество=0.00196; PageRank=0.00062; контрагентов=20; операций=25
12,100000002957787100,coordinator,0.956827,Приоритет=0.956827; оборот=1361109.96 KZT; посредничество=0.00428; PageRank=0.00061; контрагентов=37; операций=48
13,100000008748914100,coordinator,0.955246,Приоритет=0.955246; оборот=4651847.00 KZT; посредничество=0.00064; PageRank=0.00079; контрагентов=14; операций=30
14,100000005704413100,coordinator,0.954099,Приоритет=0.954099; оборот=1461427.67 KZT; посредничество=0.00256; PageRank=0.00060; контрагентов=34; операций=39
15,100000008489922100,coordinator,0.952141,Приоритет=0.952141; оборот=4051910.00 KZT; посредничество=0.00087; PageRank=0.00059; контрагентов=38; операций=46
16,100000008165763100,peripheral,0.951983,Приоритет=0.951983; оборот=2433673.00 KZT; посредничество=0.00035; PageRank=0.00091; контрагентов=32; операций=43
17,100000008346837100,coordinator,0.951458,Приоритет=0.951458; оборот=1513002.00 KZT; посредничество=0.00898; PageRank=0.00055; контрагентов=32; операций=38
18,100000000661912100,peripheral,0.941831,Приоритет=0.941831; оборот=823736.00 KZT; посредничество=0.00133; PageRank=0.00175; контрагентов=6; операций=17
19,100000002527114100,distributor,0.940175,Приоритет=0.940175; оборот=3418249.00 KZT; посредничество=0.00019; PageRank=0.00081; контрагентов=111; операций=117; seed: входящие потоки неполны; уверенность роли ограничена 0.65
20,100000003796063100,distributor,0.939076,Приоритет=0.939076; оборот=994150.00 KZT; посредничество=0.00118; PageRank=0.00069; контрагентов=15; операций=24
