gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,pagerank,pass_through,depth,is_seed,truncated_by_depth
100000000343175100,,0.0,-1,0.0,,8,31,178712.0,4000039.0,0.000713258197938405,22.382598818210305,0,True,False
100000000456947100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0002855692942172909,,0,True,False
100000000580561100,,0.0,-1,0.0,,2,3,27980.0,1488077.0,0.0008349888856684653,53.183595425303785,0,True,False
100000001415126100,,0.0,-1,0.0,,1,0,27000.0,0.0,0.00040961890543080487,0.0,0,True,False
100000001429930100,,0.0,-1,0.0,,1,0,26000.0,0.0,0.00035079789147407785,0.0,0,True,False
100000001616816100,,0.0,-1,0.0,,5,3,176195.0,181326.0,0.002434657190684458,1.0291211441868384,0,True,False
100000001732159100,,0.0,-1,0.0,,2,4,2378100.0,1505966.0,0.0010950567872996843,0.633264370716118,0,True,False
100000002527114100,,0.0,-1,0.0,,3,111,129000.0,3289249.0,0.0008111056953132627,25.49805426356589,0,True,False
100000002916006100,,0.0,-1,0.0,,0,1,0.0,32000.0,0.0002855692942172909,,0,True,False
100000003016635100,,0.0,-1,0.0,,8,73,586981.0,9414081.0,0.0011896363343877673,16.038135817002594,0,True,False
100000003200071100,,0.0,-1,0.0,,0,1,0.0,30000.0,0.0002855692942172909,,0,True,False
100000003265658100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0002855692942172909,,0,True,False
100000003349739100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0002855692942172909,,0,True,False
100000003684369100,,0.0,-1,0.0,,24,62,3848436.0,8588655.0,0.0020202912084868667,2.2317260830113845,0,True,False
100000003770083100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0002855692942172909,,0,True,False
100000003975102100,,0.0,-1,0.0,,1,2,25650.0,88500.0,0.0003454652180169808,3.4502923976608186,0,True,False
100000003977183100,,0.0,-1,0.0,,2,4,123800.0,766000.0,0.000331460381699444,6.187399030694669,0,True,False
100000004007116100,,0.0,-1,0.0,,3,4,764704.0,148000.0,0.0006277769573248428,0.19353893794200108,0,True,False
100000004019124100,,0.0,-1,0.0,,3,0,193000.0,0.0,0.0012028680902033705,0.0,0,True,False
100000004021459100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0002855692942172909,,0,True,False
100000004041163100,,0.0,-1,0.0,,1,2,50000.0,866000.0,0.0020847480556725213,17.32,0,True,False
