cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,278,1,31237334.24,"[""100000006866783100"", ""100000008477350100"", ""100000000437046100"", ""100000002957787100"", ""100000004400305100""]","Гипотеза: сбор и распределение средств внутри сообщества; consolidator=21, coordinator=11, distributor=10, peripheral=118, terminal=108, transit=10; граница глубины=4 у 63; роли описывают наблюдаемые потоки"
1,106,4,16242879.02,"[""100000005782781100"", ""100000001616816100"", ""100000004015047100"", ""100000005514161100"", ""100000006788200100""]","Гипотеза: сбор и распределение средств внутри сообщества; consolidator=7, coordinator=1, distributor=7, peripheral=28, terminal=60, transit=3; граница глубины=4 у 2; роли описывают наблюдаемые потоки"
2,138,3,18838290.0,"[""100000003684369100"", ""100000008748914100"", ""100000008165763100"", ""100000008304139100"", ""100000004847758100""]","Гипотеза: сбор и распределение средств внутри сообщества; consolidator=2, coordinator=4, distributor=8, peripheral=31, terminal=90, transit=3; граница глубины=4 у 6; роли описывают наблюдаемые потоки"
3,41,1,4209955.28,"[""100000004156082100"", ""100000005339662100"", ""100000000076451100"", ""100000008625905100"", ""100000004527381100""]","Гипотеза: сообщество с промежуточными переводами; coordinator=1, distributor=2, peripheral=13, terminal=23, transit=2; граница глубины=4 у 3; роли описывают наблюдаемые потоки"
4,104,1,21747439.59,"[""100000008489922100"", ""100000008547948100"", ""100000008710791100"", ""100000008517538100"", ""100000008752616100""]","Гипотеза: сбор и распределение средств внутри сообщества; consolidator=12, coordinator=2, distributor=6, peripheral=45, terminal=38, transit=1; граница глубины=4 у 36; роли описывают наблюдаемые потоки"
5,4,0,460000.0,"[""100000006069103100"", ""100000000201868100"", ""100000003192220100"", ""100000006787636100""]","Гипотеза: сообщество с промежуточными переводами; peripheral=1, terminal=2, transit=1; граница глубины=4 у 0; роли описывают наблюдаемые потоки"
6,5,0,1189154.0,"[""100000000291906100"", ""100000004670388100"", ""100000000291908100"", ""100000004722630100"", ""100000004691350100""]",Гипотеза: смешанная структура переводов; единое назначение не установлено; peripheral=5; граница глубины=4 у 2; роли описывают наблюдаемые потоки
7,53,1,2993313.0,"[""100000001899164100"", ""100000003265158100"", ""100000004420041100"", ""100000008443341100"", ""100000004386258100""]","Гипотеза: сбор и распределение средств внутри сообщества; consolidator=3, distributor=2, peripheral=25, terminal=23; граница глубины=4 у 8; роли описывают наблюдаемые потоки"
8,133,0,17433528.0,"[""100000008603629100"", ""100000001857829100"", ""100000000661912100"", ""100000007908818100"", ""100000003880331100""]","Гипотеза: сбор и распределение средств внутри сообщества; consolidator=2, coordinator=3, distributor=6, peripheral=83, terminal=38, transit=1; граница глубины=4 у 49; роли описывают наблюдаемые потоки"
9,6,1,1615030.0,"[""100000008659445100"", ""100000008193577100"", ""100000008736940100"", ""100000008751429100"", ""100000005456919100""]","Гипотеза: сбор и распределение средств внутри сообщества; consolidator=1, distributor=1, peripheral=3, terminal=1; граница глубины=4 у 0; роли описывают наблюдаемые потоки"
10,126,0,24907250.33,"[""100000000331309100"", ""100000003796063100"", ""100000000332284100"", ""100000006734214100"", ""100000005665181100""]","Гипотеза: сбор и распределение средств внутри сообщества; consolidator=6, coordinator=1, distributor=5, peripheral=57, terminal=57; граница глубины=4 у 35; роли описывают наблюдаемые потоки"
11,53,1,5947339.0,"[""100000000343175100"", ""100000003115284100"", ""100000003635170100"", ""100000008730846100"", ""100000003390036100""]","Гипотеза: сообщество с промежуточными переводами; consolidator=1, coordinator=1, peripheral=25, terminal=24, transit=2; граница глубины=4 у 7; роли описывают наблюдаемые потоки"
12,52,5,4171441.0,"[""100000008346837100"", ""100000005074393100"", ""100000008733194100"", ""100000006424479100"", ""100000001236706100""]","Гипотеза: сбор и распределение средств внутри сообщества; consolidator=3, coordinator=1, distributor=2, peripheral=30, terminal=15, transit=1; граница глубины=4 у 13; роли описывают наблюдаемые потоки"
13,15,0,850450.0,"[""100000001526235100"", ""100000002472632100"", ""100000001788284100"", ""100000005505655100"", ""100000000860514100""]","Гипотеза: смешанная структура переводов; единое назначение не установлено; distributor=2, peripheral=11, terminal=2; граница глубины=4 у 6; роли описывают наблюдаемые потоки"
14,15,0,3626010.0,"[""100000008461532100"", ""100000000791285100"", ""100000006704530100"", ""100000003470579100"", ""100000003122817100""]","Гипотеза: сообщество с промежуточными переводами; distributor=1, peripheral=8, terminal=5, transit=1; граница глубины=4 у 6; роли описывают наблюдаемые потоки"
15,14,0,1605604.0,"[""100000007382543100"", ""100000003001661100"", ""100000008213966100"", ""100000000838385100"", ""100000008655779100""]","Гипотеза: смешанная структура переводов; единое назначение не установлено; distributor=1, peripheral=11, terminal=2; граница глубины=4 у 6; роли описывают наблюдаемые потоки"
16,127,7,18414962.28,"[""100000003016635100"", ""100000006579678100"", ""100000001530983100"", ""100000006518161100"", ""100000004330371100""]","Гипотеза: сбор и распределение средств внутри сообщества; consolidator=6, coordinator=4, distributor=6, peripheral=42, terminal=66, transit=3; граница глубины=4 у 6; роли описывают наблюдаемые потоки"
17,1,1,0.0,"[""100000000456947100""]","Гипотеза не определена: изолированный клиент, наблюдаемых операций=0"
18,106,0,6254194.67,"[""100000005704413100"", ""100000006707582100"", ""100000005578559100"", ""100000005473151100"", ""100000008545727100""]","Гипотеза: сбор и распределение средств внутри сообщества; consolidator=1, coordinator=4, distributor=5, peripheral=64, terminal=32; граница глубины=4 у 56; роли описывают наблюдаемые потоки"
19,7,0,143000.0,"[""100000004508696100"", ""100000005911352100"", ""100000002217806100"", ""100000000507799100"", ""100000004549591100""]","Гипотеза: смешанная структура переводов; единое назначение не установлено; distributor=1, peripheral=4, terminal=2; граница глубины=4 у 2; роли описывают наблюдаемые потоки"
20,8,0,2473417.91,"[""100000004906181100"", ""100000008175078100"", ""100000008675322100"", ""100000000557536100"", ""100000008349740100""]","Гипотеза: смешанная структура переводов; единое назначение не установлено; distributor=1, peripheral=7; граница глубины=4 у 7; роли описывают наблюдаемые потоки"
21,17,1,21586840.0,"[""100000002224132100"", ""100000001965374100"", ""100000004603109100"", ""100000005664922100"", ""100000003835149100""]","Гипотеза: смешанная структура переводов; единое назначение не установлено; peripheral=12, terminal=5; граница глубины=4 у 0; роли описывают наблюдаемые потоки"
22,270,1,10178044.0,"[""100000002527114100"", ""100000002578405100"", ""100000001697501100"", ""100000002733905100"", ""100000001166289100""]","Гипотеза: сообщество с промежуточными переводами; distributor=3, peripheral=16, terminal=250, transit=1; граница глубины=4 у 4; роли описывают наблюдаемые потоки"
23,6,1,1527967.0,"[""100000000580561100"", ""100000007939160100"", ""100000005183943100"", ""100000003888271100"", ""100000007930878100""]","Гипотеза: преимущественно получение средств в наблюдаемой выборке; peripheral=3, terminal=3; граница глубины=4 у 0; роли описывают наблюдаемые потоки"
24,51,0,13990812.0,"[""100000008512827100"", ""100000005242320100"", ""100000001287955100"", ""100000008742053100"", ""100000001282143100""]","Гипотеза: сбор и распределение средств внутри сообщества; consolidator=4, distributor=5, peripheral=15, terminal=27; граница глубины=4 у 11; роли описывают наблюдаемые потоки"
25,2,0,761255.0,"[""100000000583220100"", ""100000004586598100""]",Гипотеза: смешанная структура переводов; единое назначение не установлено; peripheral=2; граница глубины=4 у 1; роли описывают наблюдаемые потоки
